statement,explanation,label,input_text
it takes him an hour to tear himself apart,nobody can tear himself up alive,1,it takes him an hour to tear himself apart nobody can tear himself up alive
it takes him an hour to tear himself apart,it is too painful that one hour is not enough,0,it takes him an hour to tear himself apart it is too painful that one hour is not enough
a dining room is a place where people sleep,people sleep in a bedroom,1,a dining room is a place where people sleep people sleep in a bedroom
a dining room is a place where people sleep,people can eat and sleep in the same time,0,a dining room is a place where people sleep people can eat and sleep in the same time
a dining room is a place where people sleep,sleeping takes a lot of time,0,a dining room is a place where people sleep sleeping takes a lot of time
he breaks the iron board with a bare hand,the iron board is too small to be broken,0,he breaks the iron board with a bare hand the iron board is too small to be broken
he breaks the iron board with a bare hand,iron is too hard to even be bent by an unarmed human,1,he breaks the iron board with a bare hand iron is too hard to even be bent by an unarmed human
he breaks the iron board with a bare hand,he does not have a weapon,0,he breaks the iron board with a bare hand he does not have a weapon
supermarkets rise prices for a year-end clearance,supermarkets sell high-quality commodities,0,supermarkets rise prices for a year-end clearance supermarkets sell high-quality commodities
supermarkets rise prices for a year-end clearance,supermarkets want to attract more customers in the year-end,1,supermarkets rise prices for a year-end clearance supermarkets want to attract more customers in the year-end
supermarkets rise prices for a year-end clearance,some people prefer expensive commodities,0,supermarkets rise prices for a year-end clearance some people prefer expensive commodities
he is so famous that nobody has heard of him,famous people don't listen to others,0,he is so famous that nobody has heard of him famous people don't listen to others
he is so famous that nobody has heard of him,he doesn't look handsome,0,he is so famous that nobody has heard of him he doesn't look handsome
he is so famous that nobody has heard of him,to be famous is to be known by many people,1,he is so famous that nobody has heard of him to be famous is to be known by many people
i like her songs because she is a good cook,cooks usually sing beautifully,0,i like her songs because she is a good cook cooks usually sing beautifully
i like her songs because she is a good cook,singers can usually sing better,1,i like her songs because she is a good cook singers can usually sing better
i like her songs because she is a good cook,she cooks delicious meals,0,i like her songs because she is a good cook she cooks delicious meals
there are many trees in the pond,trees are not tall enough,0,there are many trees in the pond trees are not tall enough
there are many trees in the pond,trees don't grow in the pond,1,there are many trees in the pond trees don't grow in the pond
there are many trees in the pond,trees need a lot of water to grow,0,there are many trees in the pond trees need a lot of water to grow
the moon is a planet of the solar system,the moon is quite close to the sun,0,the moon is a planet of the solar system the moon is quite close to the sun
the moon is a planet of the solar system,the moon is the earth's natural satellite,1,the moon is a planet of the solar system the moon is the earth's natural satellite
the moon is a planet of the solar system,the moon is a sphere,0,the moon is a planet of the solar system the moon is a sphere
we stopped at the power plant because we needed gasoline,the power plant runs out of gasoline itself,0,we stopped at the power plant because we needed gasoline the power plant runs out of gasoline itself
we stopped at the power plant because we needed gasoline,gasoline is a limited natural resource,0,we stopped at the power plant because we needed gasoline gasoline is a limited natural resource
we stopped at the power plant because we needed gasoline,power plants don't provide gasoline,1,we stopped at the power plant because we needed gasoline power plants don't provide gasoline
Lily goes to the cinema to listen to a concert,the cinema is next to Lily's house,0,Lily goes to the cinema to listen to a concert the cinema is next to Lily's house
Lily goes to the cinema to listen to a concert,Lily loves listening to music,0,Lily goes to the cinema to listen to a concert Lily loves listening to music
Lily goes to the cinema to listen to a concert,a cinema is not equipped for concerts,1,Lily goes to the cinema to listen to a concert a cinema is not equipped for concerts
centigrade is a measure of acidity,acidity need not to measured,0,centigrade is a measure of acidity acidity need not to measured
centigrade is a measure of acidity,acidity is usually measured by PH value,1,centigrade is a measure of acidity acidity is usually measured by PH value
centigrade is a measure of acidity,centigrade is not accurate enough for acidity,0,centigrade is a measure of acidity centigrade is not accurate enough for acidity
the ancients used a satellite as a guidance,satellites are so expensive that the ancients cannot afford,0,the ancients used a satellite as a guidance satellites are so expensive that the ancients cannot afford
the ancients used a satellite as a guidance,satellites are contemporary inventions,1,the ancients used a satellite as a guidance satellites are contemporary inventions
the ancients used a satellite as a guidance,the ancients did not need guidance,0,the ancients used a satellite as a guidance the ancients did not need guidance
the fire was caused by a glass of water,water puts out fire instead of causing it,1,the fire was caused by a glass of water water puts out fire instead of causing it
the fire was caused by a glass of water,water can easily get burnt,0,the fire was caused by a glass of water water can easily get burnt
the fire was caused by a glass of water,the fire was too big to be put out,0,the fire was caused by a glass of water the fire was too big to be put out
a prince is a piece used in the game of chess,no pieces are named after a prince,1,a prince is a piece used in the game of chess no pieces are named after a prince
a prince is a piece used in the game of chess,a prince is not powerful enough to be used in chess,0,a prince is a piece used in the game of chess a prince is not powerful enough to be used in chess
a prince is a piece used in the game of chess,a prince should be kept away from playing chess,0,a prince is a piece used in the game of chess a prince should be kept away from playing chess
maid is an important member of a family,a maid can do housework well,0,maid is an important member of a family a maid can do housework well
maid is an important member of a family,a maid spends most of her time with the family,0,maid is an important member of a family a maid spends most of her time with the family
maid is an important member of a family,a maid is a woman hired and working for a family,1,maid is an important member of a family a maid is a woman hired and working for a family
a rooster can lay eggs,a rooster is too old to lay eggs,0,a rooster can lay eggs a rooster is too old to lay eggs
a rooster can lay eggs,a rooster doesn't like to lay eggs,0,a rooster can lay eggs a rooster doesn't like to lay eggs
a rooster can lay eggs,male chicken doesn't lay eggs due to its biological structure,1,a rooster can lay eggs male chicken doesn't lay eggs due to its biological structure
farmers are growing mushrooms under the sun,fungi prefer darkness and humidity better than sunshine,1,farmers are growing mushrooms under the sun fungi prefer darkness and humidity better than sunshine
farmers are growing mushrooms under the sun,mushrooms cannot be planted,0,farmers are growing mushrooms under the sun mushrooms cannot be planted
farmers are growing mushrooms under the sun,farmers don't want to harvest mushrooms,0,farmers are growing mushrooms under the sun farmers don't want to harvest mushrooms
Tom buys his girlfriend a bunch of carnations on Valentine's Day,carnations are cheaper,0,Tom buys his girlfriend a bunch of carnations on Valentine's Day carnations are cheaper
Tom buys his girlfriend a bunch of carnations on Valentine's Day,carnations are mostly used on Mother's Day,1,Tom buys his girlfriend a bunch of carnations on Valentine's Day carnations are mostly used on Mother's Day
Tom buys his girlfriend a bunch of carnations on Valentine's Day,Tom's girlfriend likes carnations better,0,Tom buys his girlfriend a bunch of carnations on Valentine's Day Tom's girlfriend likes carnations better
soup is best eaten with a fork,it is impossible to ladle soup with a fork,1,soup is best eaten with a fork it is impossible to ladle soup with a fork
soup is best eaten with a fork,soup is delicious,0,soup is best eaten with a fork soup is delicious
soup is best eaten with a fork,a fork is too small for soup,0,soup is best eaten with a fork a fork is too small for soup
there are many fishes in the desert,a desert is too hot for living creatures,0,there are many fishes in the desert a desert is too hot for living creatures
there are many fishes in the desert,deserts are hard to find,0,there are many fishes in the desert deserts are hard to find
there are many fishes in the desert,fishes live in the water rather than sand,1,there are many fishes in the desert fishes live in the water rather than sand
i fly to Paris to see the Statue of Liberty,the Statue of Liberty was made in France,0,i fly to Paris to see the Statue of Liberty the Statue of Liberty was made in France
i fly to Paris to see the Statue of Liberty,the Statue of Liberty stands on an island in New York harbor,1,i fly to Paris to see the Statue of Liberty the Statue of Liberty stands on an island in New York harbor
i fly to Paris to see the Statue of Liberty,the Statue of Liberty attracts thousands of visitors every day,0,i fly to Paris to see the Statue of Liberty the Statue of Liberty attracts thousands of visitors every day
nissan is a foreign plane manufacturer,nissan is an automobile manufacturer and sells cars,1,nissan is a foreign plane manufacturer nissan is an automobile manufacturer and sells cars
nissan is a foreign plane manufacturer,nissan doesn't have enough money to make a plane,0,nissan is a foreign plane manufacturer nissan doesn't have enough money to make a plane
nissan is a foreign plane manufacturer,nissan doesn't know how to sell the plane it makes,0,nissan is a foreign plane manufacturer nissan doesn't know how to sell the plane it makes
the image of the cat seems to be reflected many times in the glass,the glass is too thick to reflect lights,0,the image of the cat seems to be reflected many times in the glass the glass is too thick to reflect lights
the image of the cat seems to be reflected many times in the glass,there are many cats in the glass,0,the image of the cat seems to be reflected many times in the glass there are many cats in the glass
the image of the cat seems to be reflected many times in the glass,normal glasses cannot reflect lights,1,the image of the cat seems to be reflected many times in the glass normal glasses cannot reflect lights
she goes traveling on weekdays,she likes traveling better than work,0,she goes traveling on weekdays she likes traveling better than work
she goes traveling on weekdays,her boss never gets angry at her absence,0,she goes traveling on weekdays her boss never gets angry at her absence
she goes traveling on weekdays,weekdays are days where people have to work,1,she goes traveling on weekdays weekdays are days where people have to work
laughter is a sign of sorrow,it is easy for human beings to laugh,0,laughter is a sign of sorrow it is easy for human beings to laugh
laughter is a sign of sorrow,people laugh when they are happy,1,laughter is a sign of sorrow people laugh when they are happy
laughter is a sign of sorrow,laughter makes people sad,0,laughter is a sign of sorrow laughter makes people sad
Mary sits at the closet and begins reading,sitting at the closet is a new way of reading,0,Mary sits at the closet and begins reading sitting at the closet is a new way of reading
Mary sits at the closet and begins reading,she feels comfortable sitting at the closet,0,Mary sits at the closet and begins reading she feels comfortable sitting at the closet
Mary sits at the closet and begins reading,a closet is used for storing things,1,Mary sits at the closet and begins reading a closet is used for storing things
Jim practices running on the bed every morning,bed is not suitable for running,1,Jim practices running on the bed every morning bed is not suitable for running
Jim practices running on the bed every morning,Jim cannot get up in the morning,0,Jim practices running on the bed every morning Jim cannot get up in the morning
Jim practices running on the bed every morning,there are no playgrounds near Jim's house,0,Jim practices running on the bed every morning there are no playgrounds near Jim's house
he climbs up the mountain with the help of a ribbon,ribbons are colorful and can make people feel pleasant,0,he climbs up the mountain with the help of a ribbon ribbons are colorful and can make people feel pleasant
he climbs up the mountain with the help of a ribbon,a ribbon is not firm enough and can only be used as decorations,1,he climbs up the mountain with the help of a ribbon a ribbon is not firm enough and can only be used as decorations
he climbs up the mountain with the help of a ribbon,a ribbon is long enough,0,he climbs up the mountain with the help of a ribbon a ribbon is long enough
he opens a storybook and begins to cook,he enjoys cooking while reading stories,0,he opens a storybook and begins to cook he enjoys cooking while reading stories
he opens a storybook and begins to cook,cooking has nothing to do with stories,1,he opens a storybook and begins to cook cooking has nothing to do with stories
he opens a storybook and begins to cook,a storybook teaches people how to cook,0,he opens a storybook and begins to cook a storybook teaches people how to cook
i put some chili powder to create a sweet flavor,chili powder tastes spicy rather than sweet,1,i put some chili powder to create a sweet flavor chili powder tastes spicy rather than sweet
i put some chili powder to create a sweet flavor,the chili powder is a fake,0,i put some chili powder to create a sweet flavor the chili powder is a fake
i put some chili powder to create a sweet flavor,i put chili powder by accident,0,i put some chili powder to create a sweet flavor i put chili powder by accident
she begins working for relaxation,working can't make people feel relaxed,1,she begins working for relaxation working can't make people feel relaxed
she begins working for relaxation,she feels relaxed already,0,she begins working for relaxation she feels relaxed already
she begins working for relaxation,she loves working better than anything else,0,she begins working for relaxation she loves working better than anything else
Santa Claus pretends to be a parent to give children presents,parents don't have spare money to buy children presents,0,Santa Claus pretends to be a parent to give children presents parents don't have spare money to buy children presents
Santa Claus pretends to be a parent to give children presents,Santa Claus finds it impossible to get in the house from the chimney,0,Santa Claus pretends to be a parent to give children presents Santa Claus finds it impossible to get in the house from the chimney
Santa Claus pretends to be a parent to give children presents,Santa Claus does not exist in reality,1,Santa Claus pretends to be a parent to give children presents Santa Claus does not exist in reality
he sells something to eat to the convenient store,convenient store sell things to customers rather than buy from them,1,he sells something to eat to the convenient store convenient store sell things to customers rather than buy from them
he sells something to eat to the convenient store,the convenient store runs out of food,0,he sells something to eat to the convenient store the convenient store runs out of food
he sells something to eat to the convenient store,he can't eat all the food he has before shelf life,0,he sells something to eat to the convenient store he can't eat all the food he has before shelf life
she feels ill and goes to see a teacher,teachers don't know how to treat illness,1,she feels ill and goes to see a teacher teachers don't know how to treat illness
she feels ill and goes to see a teacher,she can learn from a teacher,0,she feels ill and goes to see a teacher she can learn from a teacher
she feels ill and goes to see a teacher,she respects her teacher a lot,0,she feels ill and goes to see a teacher she respects her teacher a lot
i buy a CD to listen to the latest advertisements,a CD is usually made to record songs,1,i buy a CD to listen to the latest advertisements a CD is usually made to record songs
i buy a CD to listen to the latest advertisements,advertisements always sounds attractive,0,i buy a CD to listen to the latest advertisements advertisements always sounds attractive
i buy a CD to listen to the latest advertisements,advertisements are always recorded on CDs,0,i buy a CD to listen to the latest advertisements advertisements are always recorded on CDs
it takes me 3 seconds to read the book,people can't read a book in 3 seconds yet,1,it takes me 3 seconds to read the book people can't read a book in 3 seconds yet
it takes me 3 seconds to read the book,there aren't many pages in the book,0,it takes me 3 seconds to read the book there aren't many pages in the book
it takes me 3 seconds to read the book,i can read very fast,0,it takes me 3 seconds to read the book i can read very fast
he runs faster than no one and wins the champion,judges want to encourage him,0,he runs faster than no one and wins the champion judges want to encourage him
he runs faster than no one and wins the champion,a champion is usually awarded to the one who runs the fastest,1,he runs faster than no one and wins the champion a champion is usually awarded to the one who runs the fastest
he runs faster than no one and wins the champion,he tries really hard to win,0,he runs faster than no one and wins the champion he tries really hard to win
i wear a belfry to be informed of the time,the belfry cannot inform me of the right time,0,i wear a belfry to be informed of the time the belfry cannot inform me of the right time
i wear a belfry to be informed of the time,a belfry is out of date so i no longer like it,0,i wear a belfry to be informed of the time a belfry is out of date so i no longer like it
i wear a belfry to be informed of the time,a belfry is a building and cannot be worn,1,i wear a belfry to be informed of the time a belfry is a building and cannot be worn
Jim invites Amy to dance in a pool,the water is not very deep for people to dance,0,Jim invites Amy to dance in a pool the water is not very deep for people to dance
Jim invites Amy to dance in a pool,people don't dance in the water,1,Jim invites Amy to dance in a pool people don't dance in the water
Jim invites Amy to dance in a pool,both Jim and Amy can swim well,0,Jim invites Amy to dance in a pool both Jim and Amy can swim well
people lived in houses made of wool in the past,people in the past don't like wool,0,people lived in houses made of wool in the past people in the past don't like wool
people lived in houses made of wool in the past,wool is too soft to be made into houses,1,people lived in houses made of wool in the past wool is too soft to be made into houses
people lived in houses made of wool in the past,wool is not widely used as building materials in the past,0,people lived in houses made of wool in the past wool is not widely used as building materials in the past
it is rainy so they go camping,rainy days are inconvenient for camping,1,it is rainy so they go camping rainy days are inconvenient for camping
it is rainy so they go camping,rainy days are usually not very hot,0,it is rainy so they go camping rainy days are usually not very hot
it is rainy so they go camping,people won't get sunburnt camping in rainy days,0,it is rainy so they go camping people won't get sunburnt camping in rainy days
the regular meeting is held at 2 o'clock in the morning,people are usually sleeping at 2 o'clock in the morning,1,the regular meeting is held at 2 o'clock in the morning people are usually sleeping at 2 o'clock in the morning
the regular meeting is held at 2 o'clock in the morning,staff stay up late every night,0,the regular meeting is held at 2 o'clock in the morning staff stay up late every night
the regular meeting is held at 2 o'clock in the morning,it is more effective to hold meetings in the morning,0,the regular meeting is held at 2 o'clock in the morning it is more effective to hold meetings in the morning
"heat the drink with some ice, please",the drink tastes bad after been heated,0,"heat the drink with some ice, please the drink tastes bad after been heated"
"heat the drink with some ice, please",ice has a lower temperature than normal drinks,1,"heat the drink with some ice, please ice has a lower temperature than normal drinks"
"heat the drink with some ice, please",i don't really want to have the drink,0,"heat the drink with some ice, please i don't really want to have the drink"
he catches a subway train in a bus stop,a subway train doesn't stop at a bus stop,1,he catches a subway train in a bus stop a subway train doesn't stop at a bus stop
he catches a subway train in a bus stop,the subway train stops just for him,0,he catches a subway train in a bus stop the subway train stops just for him
he catches a subway train in a bus stop,he has a serious carsickness,0,he catches a subway train in a bus stop he has a serious carsickness
Mary asks questions when taking an exam to get a high score,one can only get scores by answering questions the test paper asks,1,Mary asks questions when taking an exam to get a high score one can only get scores by answering questions the test paper asks
Mary asks questions when taking an exam to get a high score,Mary doesn't like taking exams,0,Mary asks questions when taking an exam to get a high score Mary doesn't like taking exams
Mary asks questions when taking an exam to get a high score,Mary often gets high scores,0,Mary asks questions when taking an exam to get a high score Mary often gets high scores
human beings shake tails to express their happiness,human beings know how to control their happiness,0,human beings shake tails to express their happiness human beings know how to control their happiness
human beings shake tails to express their happiness,human beings don't have tails,1,human beings shake tails to express their happiness human beings don't have tails
human beings shake tails to express their happiness,shaking tails doesn't mean happy for human beings,0,human beings shake tails to express their happiness shaking tails doesn't mean happy for human beings
he had his hair cut at the butcher's,a butcher doesn't do hair cuts,1,he had his hair cut at the butcher's a butcher doesn't do hair cuts
he had his hair cut at the butcher's,he is very familiar with the butcher,0,he had his hair cut at the butcher's he is very familiar with the butcher
he had his hair cut at the butcher's,a butcher do hair cuts for free,0,he had his hair cut at the butcher's a butcher do hair cuts for free
i drink some glass,glass tastes better than water,0,i drink some glass glass tastes better than water
i drink some glass,i don't drink because of thirst,0,i drink some glass i don't drink because of thirst
i drink some glass,human beings cannot drink a glass,1,i drink some glass human beings cannot drink a glass
she writes diaries in a magazine,she can write down more things in a magazine,0,she writes diaries in a magazine she can write down more things in a magazine
she writes diaries in a magazine,magazines are not designed to be written in,1,she writes diaries in a magazine magazines are not designed to be written in
she writes diaries in a magazine,magazines are made of papers,0,she writes diaries in a magazine magazines are made of papers
the girl next to Mary in the photo is her nephew,Mary's nephew doesn't like taking photos with her,0,the girl next to Mary in the photo is her nephew Mary's nephew doesn't like taking photos with her
the girl next to Mary in the photo is her nephew,Mary takes good care of her nephew,0,the girl next to Mary in the photo is her nephew Mary takes good care of her nephew
the girl next to Mary in the photo is her nephew,a nephew is a male relative,1,the girl next to Mary in the photo is her nephew a nephew is a male relative
i spend a dollar to buy a diamond ring,i am not very fond of the ring,0,i spend a dollar to buy a diamond ring i am not very fond of the ring
i spend a dollar to buy a diamond ring,a diamond ring is an affordable jewelry for me,0,i spend a dollar to buy a diamond ring a diamond ring is an affordable jewelry for me
i spend a dollar to buy a diamond ring,a diamond is an expensive jewel worthing far more than a dollar,1,i spend a dollar to buy a diamond ring a diamond is an expensive jewel worthing far more than a dollar
Cinderella lives a happy life before she meets the prince,Cinderella is a beautiful and kind girl,0,Cinderella lives a happy life before she meets the prince Cinderella is a beautiful and kind girl
Cinderella lives a happy life before she meets the prince,Cinderella's mother died before she meets the prince,0,Cinderella lives a happy life before she meets the prince Cinderella's mother died before she meets the prince
Cinderella lives a happy life before she meets the prince,her stepmother and stepsisters treat her badly,1,Cinderella lives a happy life before she meets the prince her stepmother and stepsisters treat her badly
children take music classes in the gym,a gym is built for P.E. classes,1,children take music classes in the gym a gym is built for P.E. classes
children take music classes in the gym,a gym is big enough for all kids to stay in,0,children take music classes in the gym a gym is big enough for all kids to stay in
children take music classes in the gym,children like music,0,children take music classes in the gym children like music
Obama has served as President of the USA for twelve years,Obama was the first African American to be elected to the presidency,0,Obama has served as President of the USA for twelve years Obama was the first African American to be elected to the presidency
Obama has served as President of the USA for twelve years,Obama is a member of the Democratic Party,0,Obama has served as President of the USA for twelve years Obama is a member of the Democratic Party
Obama has served as President of the USA for twelve years,serving as President for over eight years is against the US Constitution,1,Obama has served as President of the USA for twelve years serving as President for over eight years is against the US Constitution
children like flying planes in the spring,planes are so expensive that few children can afford,0,children like flying planes in the spring planes are so expensive that few children can afford
children like flying planes in the spring,children fly planes more easily in spring,0,children like flying planes in the spring children fly planes more easily in spring
children like flying planes in the spring,children cannot get a license to fly a plane at their age,1,children like flying planes in the spring children cannot get a license to fly a plane at their age
people must have a driver's license to travel abroad,driver's license carries personal identity,0,people must have a driver's license to travel abroad driver's license carries personal identity
people must have a driver's license to travel abroad,traveling abroad doesn't mean one must know how to drive a car,1,people must have a driver's license to travel abroad traveling abroad doesn't mean one must know how to drive a car
people must have a driver's license to travel abroad,a car is a mass transportation for traveling,0,people must have a driver's license to travel abroad a car is a mass transportation for traveling
it is snowy and very hot outside,rain turns into snow only in cold days,1,it is snowy and very hot outside rain turns into snow only in cold days
it is snowy and very hot outside,people are happy to see snowflakes in hot weathers,0,it is snowy and very hot outside people are happy to see snowflakes in hot weathers
it is snowy and very hot outside,snow takes away heat when it melts,0,it is snowy and very hot outside snow takes away heat when it melts
the car stops at the green light,you can go when traffic lights are green,1,the car stops at the green light you can go when traffic lights are green
the car stops at the green light,the driver knows nothing about traffic lights at all,0,the car stops at the green light the driver knows nothing about traffic lights at all
the car stops at the green light,the driver doesn't care about breaking traffic rules,0,the car stops at the green light the driver doesn't care about breaking traffic rules
people take off clothes when they feel cold,clothes are used to keep people warm,1,people take off clothes when they feel cold clothes are used to keep people warm
people take off clothes when they feel cold,clothes act as decorations to human beings,0,people take off clothes when they feel cold clothes act as decorations to human beings
people take off clothes when they feel cold,clothes don't heat people up in cold weathers,0,people take off clothes when they feel cold clothes don't heat people up in cold weathers
Trump was Emperor of the USA in 2018,the USA is not a monarchy,1,Trump was Emperor of the USA in 2018 the USA is not a monarchy
Trump was Emperor of the USA in 2018,Trump lived in the White House in the year of 2018,0,Trump was Emperor of the USA in 2018 Trump lived in the White House in the year of 2018
Trump was Emperor of the USA in 2018,Trump makes many decisions for the USA,0,Trump was Emperor of the USA in 2018 Trump makes many decisions for the USA
he puts the radio next to his mouth to hear more clearly,he really suffers from poor hearing,0,he puts the radio next to his mouth to hear more clearly he really suffers from poor hearing
he puts the radio next to his mouth to hear more clearly,"he wants to speak more clearly, too",0,"he puts the radio next to his mouth to hear more clearly he wants to speak more clearly, too"
he puts the radio next to his mouth to hear more clearly,people use their ears to hear,1,he puts the radio next to his mouth to hear more clearly people use their ears to hear
he is honored for vandalizing cultural heritages,vandalizing cultural heritages is against the law,1,he is honored for vandalizing cultural heritages vandalizing cultural heritages is against the law
he is honored for vandalizing cultural heritages,he vandalize cultural heritages in a clean and thorough way,0,he is honored for vandalizing cultural heritages he vandalize cultural heritages in a clean and thorough way
he is honored for vandalizing cultural heritages,governments don't pay enough attention to cultural heritage,0,he is honored for vandalizing cultural heritages governments don't pay enough attention to cultural heritage
i buy a toy for my small brother for a shell,a toy is not too expensive to afford for me,0,i buy a toy for my small brother for a shell a toy is not too expensive to afford for me
i buy a toy for my small brother for a shell,i picked the shell at a beach a long time ago,0,i buy a toy for my small brother for a shell i picked the shell at a beach a long time ago
i buy a toy for my small brother for a shell,shells are no longer used as money,1,i buy a toy for my small brother for a shell shells are no longer used as money
they have to live in a mansion because of poverty,a mansion is sometimes very far away from the downtown,0,they have to live in a mansion because of poverty a mansion is sometimes very far away from the downtown
they have to live in a mansion because of poverty,people always want to live in large and impressive houses,0,they have to live in a mansion because of poverty people always want to live in large and impressive houses
they have to live in a mansion because of poverty,a mansion is too expensive for the poor to afford,1,they have to live in a mansion because of poverty a mansion is too expensive for the poor to afford
it is a pity that she only comes the first in the competition,she hasn't try her best to win the competition,0,it is a pity that she only comes the first in the competition she hasn't try her best to win the competition
it is a pity that she only comes the first in the competition,the first is the best position to get,1,it is a pity that she only comes the first in the competition the first is the best position to get
it is a pity that she only comes the first in the competition,judges made a wrong decision at the result,0,it is a pity that she only comes the first in the competition judges made a wrong decision at the result
they get out of an air-raid shelter to avoid bombs,there isn't enough fresh air in an air-raid shelter,0,they get out of an air-raid shelter to avoid bombs there isn't enough fresh air in an air-raid shelter
they get out of an air-raid shelter to avoid bombs,an air-raid shelter reinforces against bombing,1,they get out of an air-raid shelter to avoid bombs an air-raid shelter reinforces against bombing
they get out of an air-raid shelter to avoid bombs,a bombing doesn't last for a long time,0,they get out of an air-raid shelter to avoid bombs a bombing doesn't last for a long time
"In the dark, I turn off the light to read a book",the book is about turning off the light in the dark,0,"In the dark, I turn off the light to read a book the book is about turning off the light in the dark"
"In the dark, I turn off the light to read a book",the light is so bright that I cannot see the words in the book clearly,0,"In the dark, I turn off the light to read a book the light is so bright that I cannot see the words in the book clearly"
"In the dark, I turn off the light to read a book",it makes reading much harder to turn off the light in the dark,1,"In the dark, I turn off the light to read a book it makes reading much harder to turn off the light in the dark"
they speak in c++ in order to communicate with each other,c++ is too hard for all people to master because of its unique grammatical system,0,they speak in c++ in order to communicate with each other c++ is too hard for all people to master because of its unique grammatical system
they speak in c++ in order to communicate with each other,c++ is a universal language for people around the world,0,they speak in c++ in order to communicate with each other c++ is a universal language for people around the world
they speak in c++ in order to communicate with each other,c++ is for computer programming rather than interpersonal communications,1,they speak in c++ in order to communicate with each other c++ is for computer programming rather than interpersonal communications
it is really painful for a father to give birth to his baby,fathers cannot endure the pain at all,0,it is really painful for a father to give birth to his baby fathers cannot endure the pain at all
it is really painful for a father to give birth to his baby,fathers cannot pregnant up to now,1,it is really painful for a father to give birth to his baby fathers cannot pregnant up to now
it is really painful for a father to give birth to his baby,fathers need to have a cesarean section to bear a baby,0,it is really painful for a father to give birth to his baby fathers need to have a cesarean section to bear a baby
they sleep in a hotel while camping in the forest,sleeping in a hotel cannot be called as camping,1,they sleep in a hotel while camping in the forest sleeping in a hotel cannot be called as camping
they sleep in a hotel while camping in the forest,it is very comfortable to live in a hotel,0,they sleep in a hotel while camping in the forest it is very comfortable to live in a hotel
they sleep in a hotel while camping in the forest,they don't have enough money to sleep in a hotel,0,they sleep in a hotel while camping in the forest they don't have enough money to sleep in a hotel
i water my mp3 player two times a week,two times a week is far beyond enough to water an mp3 player,0,i water my mp3 player two times a week two times a week is far beyond enough to water an mp3 player
i water my mp3 player two times a week,an mp3 player will be damaged after been watered,1,i water my mp3 player two times a week an mp3 player will be damaged after been watered
i water my mp3 player two times a week,my mp3 player wastes too much water,0,i water my mp3 player two times a week my mp3 player wastes too much water
Mongolia is mass surrounded by water,Mongolia is a landlocked country,1,Mongolia is mass surrounded by water Mongolia is a landlocked country
Mongolia is mass surrounded by water,Mongolia locates in the northern hemisphere,0,Mongolia is mass surrounded by water Mongolia locates in the northern hemisphere
Mongolia is mass surrounded by water,Mongolia is not a developed country yet,0,Mongolia is mass surrounded by water Mongolia is not a developed country yet
she wears clothes because of nearsightedness,clothes cannot help to correct myopia,1,she wears clothes because of nearsightedness clothes cannot help to correct myopia
she wears clothes because of nearsightedness,a nearsighted person cannot see clearly from far away,0,she wears clothes because of nearsightedness a nearsighted person cannot see clearly from far away
she wears clothes because of nearsightedness,she likes buying all kinds of clothes,0,she wears clothes because of nearsightedness she likes buying all kinds of clothes
Tim buys a pair of socks to prevent his bike from being stolen,socks cannot ensure the safety of a bike,1,Tim buys a pair of socks to prevent his bike from being stolen socks cannot ensure the safety of a bike
Tim buys a pair of socks to prevent his bike from being stolen,nowadays bikes are not as widely used as they were,0,Tim buys a pair of socks to prevent his bike from being stolen nowadays bikes are not as widely used as they were
Tim buys a pair of socks to prevent his bike from being stolen,his bike is newly bought and very expensive,0,Tim buys a pair of socks to prevent his bike from being stolen his bike is newly bought and very expensive
the cook treats his patients carefully,cook doesn't treat illness,1,the cook treats his patients carefully cook doesn't treat illness
the cook treats his patients carefully,cooks are usually very careful,0,the cook treats his patients carefully cooks are usually very careful
the cook treats his patients carefully,the cook is very kind to everyone he knows,0,the cook treats his patients carefully the cook is very kind to everyone he knows
the Titanic struck a life buoy and sank,the Titanic is not structured sound enough,0,the Titanic struck a life buoy and sank the Titanic is not structured sound enough
the Titanic struck a life buoy and sank,a life buoy cannot damage the Titanic,1,the Titanic struck a life buoy and sank a life buoy cannot damage the Titanic
the Titanic struck a life buoy and sank,there weren't enough lifebuoys on the Titanic,0,the Titanic struck a life buoy and sank there weren't enough lifebuoys on the Titanic
he paints the ceiling with cola,cola is not thick enough to be used as paints,0,he paints the ceiling with cola cola is not thick enough to be used as paints
he paints the ceiling with cola,cola doesn't have a pleasing color,0,he paints the ceiling with cola cola doesn't have a pleasing color
he paints the ceiling with cola,cola cannot color the ceiling,1,he paints the ceiling with cola cola cannot color the ceiling
she writes to her pen pal because they meet each other every day,people usually don't write to people they meet frequently,1,she writes to her pen pal because they meet each other every day people usually don't write to people they meet frequently
she writes to her pen pal because they meet each other every day,few people write letters because emails are more convenient,0,she writes to her pen pal because they meet each other every day few people write letters because emails are more convenient
she writes to her pen pal because they meet each other every day,pan pals are friends who write letters to each other,0,she writes to her pen pal because they meet each other every day pan pals are friends who write letters to each other
a lemon tastes sour when it goes bad,bad lemons sell better,0,a lemon tastes sour when it goes bad bad lemons sell better
a lemon tastes sour when it goes bad,not all people are fond of a bad lemon's taste,0,a lemon tastes sour when it goes bad not all people are fond of a bad lemon's taste
a lemon tastes sour when it goes bad,a fresh lemon also tastes sour,1,a lemon tastes sour when it goes bad a fresh lemon also tastes sour
